university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
chile_cl,3540296405913937254,benjaminlopez9236,9442,3213,28106,Sat Aug 30 00:00:00 +0000 2008
harvard_cl,1173965591662958291,wesleyhernandez2263,5328,4922,84569,Mon Dec 24 00:00:00 +0000 2001
noestudie_cl,3605212826875930005,jaceharris239,4743,973,91941,Wed Jun 10 00:00:00 +0000 2015
harvard_cl,5087881024056586476,jacobgomez4450,1547,2902,5412,Thu Apr 26 00:00:00 +0000 2012
udec_cl,7376408225445277254,williamcastillo4904,8151,55,28690,Sat Apr 02 00:00:00 +0000 2022
fake_cl,4835625861880477590,graysonmartinez1330,7159,3373,6116,Sat Sep 20 00:00:00 +0000 2014
udec_cl,5092882974416383433,wyattrobinson5763,7963,4960,42724,Sun Apr 15 00:00:00 +0000 2001
harvard_cl,7870938105175082851,jaxonking9827,5269,3806,3754,Sat Mar 11 00:00:00 +0000 2017
harvard_cl,8844626417891975285,graysonnelson4905,1569,4187,91129,Tue Nov 13 00:00:00 +0000 2018
noestudie_cl,6028645992396113206,robertthompson4598,132,3783,14134,Sun Oct 15 00:00:00 +0000 2006
fake_cl,2430448440013158796,landoncook9880,4037,89,56538,Thu Nov 02 00:00:00 +0000 2017
fake_cl,6862024581431875176,masoncooper2538,1859,2935,99096,Thu Oct 23 00:00:00 +0000 2003
fake_cl,2451527152586485322,gabrielcruz1198,2638,2227,33804,Sat Nov 08 00:00:00 +0000 2003
harvard_cl,2073618206683805741,nicholaslee2433,8383,4420,97843,Sun May 07 00:00:00 +0000 2023
harvard_cl,3427721041637180882,nicholasrogers1990,6086,4616,73401,Sun Mar 01 00:00:00 +0000 2020
noestudie_cl,6006283199681759125,ezrabrooks8411,5153,2148,18241,Tue Jan 13 00:00:00 +0000 2004
harvard_cl,2221680539941911271,julianreyes993,1672,2297,23283,Thu Jan 14 00:00:00 +0000 2016
noestudie_cl,5546104203726878567,dylanwhite8231,7579,2479,87966,Sun Sep 11 00:00:00 +0000 2016
fake_cl,4261777879371768758,milesward1531,9367,2239,26299,Wed Oct 16 00:00:00 +0000 2002
fake_cl,5997067354636405240,thomasclark5242,5680,327,46700,Sat Dec 08 00:00:00 +0000 2018
fake_cl,913590634642867671,eastoncollins4778,242,4890,20324,Tue Oct 17 00:00:00 +0000 2000
chile_cl,4184338085889730896,romanmoore8874,4632,361,81118,Sat Sep 17 00:00:00 +0000 2022
chile_cl,8072595611915367126,mateoclark4789,7490,3125,55672,Tue Oct 22 00:00:00 +0000 2013
udec_cl,617939275996850039,ezekielrivera177,4055,2182,50594,Mon Dec 01 00:00:00 +0000 2014
udec_cl,5336128093058071075,everettrogers7512,1449,3554,40817,Tue May 08 00:00:00 +0000 2001
fake_cl,4404716961387579686,lucacarter9940,9964,4744,5332,Wed Nov 08 00:00:00 +0000 2023
fake_cl,7145546304453671051,lincolncooper8662,9211,143,76778,Tue Nov 13 00:00:00 +0000 2012
chile_cl,4865083521571091051,ryangutierrez8045,6641,3987,37645,Thu Oct 27 00:00:00 +0000 2011
fake_cl,4535776457167660945,matthewperez8489,4517,2046,28360,Tue Apr 29 00:00:00 +0000 2003
chile_cl,3524958313480656769,adamlong3600,5589,3947,75630,Fri Nov 15 00:00:00 +0000 2002
noestudie_cl,8031912912357232019,xavierking45,444,4197,42494,Thu Aug 03 00:00:00 +0000 2017
chile_cl,5907229929490249022,aidengarcia9755,9012,852,30284,Mon Feb 05 00:00:00 +0000 2001
harvard_cl,1376606492587960412,coltonharris9863,2506,1626,41508,Fri Jun 22 00:00:00 +0000 2007
fake_cl,7130236997089946162,connorwilliams9933,1877,1892,11096,Wed Nov 16 00:00:00 +0000 2016
harvard_cl,910903731018456626,hunterjohnson9150,8677,4782,61465,Thu Jun 12 00:00:00 +0000 2003
udec_cl,3928878009326392406,milescastillo665,1052,44,4580,Thu Nov 10 00:00:00 +0000 2016
noestudie_cl,2614951044576546018,jaceward2359,7686,2495,42015,Tue Sep 13 00:00:00 +0000 2005
udec_cl,539302725477699254,landongutierrez2735,4592,2659,11183,Mon Mar 07 00:00:00 +0000 2022
harvard_cl,7250313339810159261,dominichall7352,6548,1475,788,Tue Feb 07 00:00:00 +0000 2017
udec_cl,1889115635941186569,benjaminjackson6105,2538,1628,58844,Fri Dec 07 00:00:00 +0000 2018
udec_cl,7735584795967477191,hudsonjohnson7261,8250,1961,95017,Wed Mar 06 00:00:00 +0000 2013
noestudie_cl,5690550362274644977,jaxondiaz485,287,2028,13261,Tue Jul 04 00:00:00 +0000 2000
harvard_cl,6154580706765869504,davidcampbell1474,3279,237,91916,Wed Feb 15 00:00:00 +0000 2012
harvard_cl,5773782007103019215,austinalvarez5976,3829,1419,43501,Fri Nov 03 00:00:00 +0000 2006
udec_cl,4771931643424621181,mateojames9022,5663,1848,65567,Tue Mar 24 00:00:00 +0000 2015
udec_cl,3198292631667939590,jordancox9626,4608,2371,66521,Mon May 23 00:00:00 +0000 2005
noestudie_cl,2780390618317061193,nolanhernandez4199,7969,3843,52036,Wed Dec 08 00:00:00 +0000 2004
harvard_cl,2390206628959519373,eliasalvarez6992,8009,4007,58050,Mon Sep 01 00:00:00 +0000 2014
noestudie_cl,1365760452177285021,jordanjames3554,8764,974,6479,Tue May 17 00:00:00 +0000 2016
chile_cl,5943670137847158340,kaihill1457,3795,2116,63455,Wed Jul 06 00:00:00 +0000 2022
harvard_cl,6048527993236122016,jackcollins213,5962,834,52519,Thu Apr 09 00:00:00 +0000 2020
chile_cl,6765431926776794511,wesleykelly5808,9321,3735,82145,Fri Nov 14 00:00:00 +0000 2014
noestudie_cl,1278974426612663383,greysonking1656,2880,4339,3488,Tue May 03 00:00:00 +0000 2011
noestudie_cl,654745867143831428,romanrichardson6199,4141,781,98862,Sat Jul 02 00:00:00 +0000 2005
udec_cl,8810730907809014152,romanwilliams4561,3966,1095,16226,Wed Aug 22 00:00:00 +0000 2018
fake_cl,1501157667282846604,jacobsanderson286,3476,3228,4244,Sat Apr 16 00:00:00 +0000 2011
fake_cl,5046906740063416457,nicholasnguyen2137,490,4811,57933,Sun Jan 21 00:00:00 +0000 2001
harvard_cl,7365796229342593651,jaxonhill4130,2308,3438,36712,Fri Jan 23 00:00:00 +0000 2015
fake_cl,3553979951138589547,gabrieldiaz8721,3984,2376,8487,Sat Mar 12 00:00:00 +0000 2016
chile_cl,1600954223411196084,hunternguyen9969,4845,4542,44657,Mon Jul 04 00:00:00 +0000 2022
udec_cl,4750134696330817006,elihill9248,3592,13,20944,Sun Feb 05 00:00:00 +0000 2006
udec_cl,9003313066606729474,jeremiahjackson3865,1290,1332,70543,Mon Apr 16 00:00:00 +0000 2007
udec_cl,2012978661261323988,nathanbrooks78,962,4804,52009,Sun May 09 00:00:00 +0000 2021
noestudie_cl,5569351119645105335,jordancruz6948,9618,3675,18415,Sun Jan 25 00:00:00 +0000 2009
chile_cl,6883165886251141940,ryancooper8374,8779,1691,70425,Mon Jun 26 00:00:00 +0000 2017
fake_cl,213401865365525777,kaydengonzalez3741,7575,1578,26288,Wed Nov 07 00:00:00 +0000 2018
chile_cl,548771187129248981,lucarogers5662,643,259,16966,Sat Jun 29 00:00:00 +0000 2002
fake_cl,4806349910752882894,alexandermendoza4804,3956,2885,55042,Wed Oct 04 00:00:00 +0000 2017
udec_cl,1314185112358043811,jonathanlee8929,1526,813,97624,Sun May 23 00:00:00 +0000 2021
harvard_cl,6076384570254278597,kaydenwright5317,2103,2817,289,Tue Dec 16 00:00:00 +0000 2008
noestudie_cl,8733809998721435992,maverickflores1938,4997,1974,74775,Wed Jun 12 00:00:00 +0000 2019
fake_cl,7637358090523709446,isaachall2790,2212,2324,95936,Tue Dec 02 00:00:00 +0000 2003
fake_cl,6856293613552382403,sebastianjimenez7364,2555,4250,77574,Wed May 12 00:00:00 +0000 2010
harvard_cl,2136932763869572778,kaydenrichardson4528,1116,3307,47979,Fri Oct 28 00:00:00 +0000 2016
udec_cl,1433869898261687636,josiahlee5930,7176,4412,79378,Tue Feb 22 00:00:00 +0000 2000
noestudie_cl,5257323076511181457,nolansmith2825,2938,4563,10153,Thu Feb 14 00:00:00 +0000 2002
udec_cl,1805529148859470817,connorthomas9245,5719,2685,68883,Sun Feb 02 00:00:00 +0000 2003
chile_cl,6387910127055052444,christophermorgan3350,721,2895,87845,Mon Sep 23 00:00:00 +0000 2019
udec_cl,8225254720925779113,milescook4684,550,2585,27981,Mon Jan 30 00:00:00 +0000 2012
harvard_cl,1717665151158009718,williamparker3888,7116,2189,98016,Fri Jan 21 00:00:00 +0000 2011
udec_cl,2258681515226586002,julianwatson8604,8053,4199,36839,Sat Oct 23 00:00:00 +0000 2021
chile_cl,8881837756538137322,dylanphillips8662,300,329,25136,Tue Jan 02 00:00:00 +0000 2001
udec_cl,7735435530535102184,noahmorgan4412,6326,3182,56085,Wed Oct 04 00:00:00 +0000 2006
udec_cl,1612579360000482952,axelmorris4718,548,4205,46382,Fri Jan 07 00:00:00 +0000 2000
udec_cl,6311335802111981380,wesleycarter5175,6393,2204,15008,Tue Jan 03 00:00:00 +0000 2023
chile_cl,780374056481952896,graysonross3310,7151,2288,5097,Thu Jun 01 00:00:00 +0000 2017
harvard_cl,8124729556196915217,jaydenallen8557,2123,3928,85434,Thu Nov 19 00:00:00 +0000 2020
fake_cl,7578342906095950531,luketurner5704,4884,676,89302,Tue Jun 04 00:00:00 +0000 2013
harvard_cl,7991839890433852256,nolanflores414,682,3326,98520,Sun Oct 07 00:00:00 +0000 2007
udec_cl,4745563645082795797,nolanlewis81,6947,2198,55780,Wed Oct 29 00:00:00 +0000 2014
noestudie_cl,4255876367512204158,leonardoreed4481,6825,3035,9189,Sun Feb 22 00:00:00 +0000 2015
fake_cl,3656543679302199869,aaronrivera5217,4880,463,8596,Sat May 30 00:00:00 +0000 2015
chile_cl,2488568483787125778,andrewalvarez3718,8036,3694,94927,Thu Mar 08 00:00:00 +0000 2018
harvard_cl,2660993965486745466,leonardocooper2078,5502,4016,75677,Fri Jul 05 00:00:00 +0000 2013
udec_cl,4725406079627498764,landonrivera6278,9737,3248,42523,Mon Dec 14 00:00:00 +0000 2009
fake_cl,8332875826082760523,ezekielclark962,1401,3700,5107,Mon Oct 19 00:00:00 +0000 2009
udec_cl,5027761069598982960,josecampbell420,9495,4193,92529,Thu Jan 01 00:00:00 +0000 2004
fake_cl,8668842999490658592,josestewart1104,707,1731,904,Wed Feb 10 00:00:00 +0000 2021
noestudie_cl,7087577862222710342,hudsonchavez1773,2149,1664,40704,Thu Nov 25 00:00:00 +0000 2010
udec_cl,2756476688725984195,carsonpatel5144,4288,4462,32618,Sun May 27 00:00:00 +0000 2007
noestudie_cl,1089337684661046156,christophercruz232,6436,1271,67195,Mon Aug 24 00:00:00 +0000 2020
udec_cl,4647355553572660367,kairichardson4854,8648,3668,149,Sun Nov 12 00:00:00 +0000 2006
chile_cl,1253235102803288981,ethanparker1543,9873,566,81566,Tue Aug 12 00:00:00 +0000 2003
chile_cl,4787949678821591822,owenwright9802,7104,7,71232,Sat Dec 25 00:00:00 +0000 2021
fake_cl,6905470371826628512,charlesmyers3536,2094,4132,30871,Mon Mar 26 00:00:00 +0000 2001
noestudie_cl,1528110940572403644,calebgray5642,1546,3034,13631,Tue Jul 24 00:00:00 +0000 2018
noestudie_cl,3905243546083866368,ethanflores3710,7930,2166,57828,Thu Apr 08 00:00:00 +0000 2021
fake_cl,2710598576251062426,samueltorres540,1750,4076,76373,Fri Sep 30 00:00:00 +0000 2011
udec_cl,1943067455622639744,joshuacooper8613,3198,2591,82691,Sat Oct 21 00:00:00 +0000 2000
udec_cl,3176903590342593342,parkerjames2907,8761,2820,5271,Wed Jan 05 00:00:00 +0000 2011
noestudie_cl,4232354675803838863,greysonsanderson3192,6075,3952,42037,Sat Aug 19 00:00:00 +0000 2017
noestudie_cl,5460108717515230633,jeremiahramirez8169,2549,504,79979,Wed Jul 23 00:00:00 +0000 2008
harvard_cl,6292536954719412712,gabrielrobinson2962,8015,3644,57826,Thu Sep 04 00:00:00 +0000 2008
chile_cl,5195800013583597389,austinhernandez9686,1582,781,83284,Sat Apr 19 00:00:00 +0000 2014
fake_cl,7155830315105708412,nathanking3003,179,1587,5957,Mon Apr 11 00:00:00 +0000 2005
harvard_cl,1034149483395507123,calebwhite6308,3098,65,2292,Thu Sep 05 00:00:00 +0000 2013
udec_cl,4661075224011871129,nathanharris9740,373,842,10704,Sun Oct 12 00:00:00 +0000 2014
udec_cl,7548219244479689115,jaxsonramos4978,4303,1532,25699,Sat Feb 06 00:00:00 +0000 2016
udec_cl,2182168918436489309,eastonlee7499,4690,45,26271,Fri Oct 27 00:00:00 +0000 2006
fake_cl,5494057481771100305,mateochavez3105,9216,798,58249,Mon Jul 10 00:00:00 +0000 2000
noestudie_cl,5820376380392567785,henryphillips8388,8366,3252,6133,Wed Aug 17 00:00:00 +0000 2005
harvard_cl,6076408811193146589,levirichardson1290,9666,711,4883,Fri Dec 19 00:00:00 +0000 2014
fake_cl,2553233411945589174,wyattrichardson6384,6882,3980,53499,Fri Jun 18 00:00:00 +0000 2021
fake_cl,7024770244205561161,dominicbailey9623,3150,4682,59613,Mon Nov 30 00:00:00 +0000 2020
fake_cl,2139472403589158492,hudsonbrooks3471,3874,4910,7663,Fri Dec 22 00:00:00 +0000 2017
fake_cl,6979446375543905482,noahcook5802,9683,2885,35336,Tue Aug 03 00:00:00 +0000 2004
udec_cl,5819512606540013109,kaydenthomas6573,4980,2235,13425,Wed Jun 11 00:00:00 +0000 2014
chile_cl,3377054353935731962,hunterpatel7901,3458,713,39174,Wed Jun 01 00:00:00 +0000 2005
noestudie_cl,5471244173542670148,gabrielclark174,9827,1292,97909,Mon Jan 08 00:00:00 +0000 2024
udec_cl,4661632714639802544,ezekielmendoza291,5848,4014,48430,Fri May 10 00:00:00 +0000 2019
fake_cl,5286027358296689202,romanturner5678,576,377,25953,Sun Mar 10 00:00:00 +0000 2019
harvard_cl,2284025651577779457,axelsmith7849,9175,1033,71309,Sun Jan 02 00:00:00 +0000 2000
fake_cl,1130840744882269716,josiahhughes631,141,335,93195,Tue Sep 14 00:00:00 +0000 2021
harvard_cl,5009553243286213724,anthonyjones4543,3519,4411,36189,Fri Aug 18 00:00:00 +0000 2000
udec_cl,3658748675255644761,matthewgarcia6499,1292,1702,42712,Tue May 18 00:00:00 +0000 2010
fake_cl,5356563476958680097,carterhill9688,3280,3440,13773,Tue Oct 24 00:00:00 +0000 2006
harvard_cl,2351690113468456682,kaigonzalez2451,5144,297,40567,Mon Jun 25 00:00:00 +0000 2007
harvard_cl,8342098047984669606,kaiward2834,6071,829,23865,Sat May 22 00:00:00 +0000 2004
noestudie_cl,1103387701879258822,williamcollins107,4731,2183,55132,Wed Jan 03 00:00:00 +0000 2007
fake_cl,5634174773247283322,hudsongomez5591,1306,584,92673,Fri Jun 30 00:00:00 +0000 2006
udec_cl,626074550189050131,elijahpeterson8212,4348,1540,91339,Fri Jul 21 00:00:00 +0000 2006
harvard_cl,3812521654932898644,kaikim5007,9204,1173,90545,Sat Dec 24 00:00:00 +0000 2016
udec_cl,3280436874031214940,ezragarcia1800,4079,4074,48364,Fri Feb 14 00:00:00 +0000 2020
chile_cl,4243737251889181093,ezracarter9668,3440,3607,36589,Fri Feb 17 00:00:00 +0000 2012
udec_cl,324216865998139204,jacklopez4335,3034,888,27485,Mon Apr 02 00:00:00 +0000 2012
chile_cl,4646738258152747409,christiancruz4801,258,4290,47012,Wed Jan 16 00:00:00 +0000 2002
chile_cl,6752158721225919216,jamesonflores6488,4536,4312,168,Tue Aug 16 00:00:00 +0000 2005
harvard_cl,7372733507737018784,lukeallen7601,5521,2725,2971,Sun Mar 21 00:00:00 +0000 2010
chile_cl,7845212263009100968,graysongray944,4541,3536,57917,Thu Jun 15 00:00:00 +0000 2017
harvard_cl,8552121879608877733,theodorehernandez5358,7544,392,7766,Sat May 19 00:00:00 +0000 2001
harvard_cl,6962770633507171100,connorturner8027,8600,733,88050,Fri Oct 31 00:00:00 +0000 2008
chile_cl,6249327107924675399,oliverwhite5631,5311,1764,5123,Sat Apr 04 00:00:00 +0000 2015
udec_cl,7706530108511016456,coopergutierrez3103,4531,2166,4660,Sat Nov 22 00:00:00 +0000 2008
udec_cl,5232520854300548805,christophernguyen6234,7726,3870,34584,Wed Feb 14 00:00:00 +0000 2007
chile_cl,5866965032469146671,angelparker6323,8002,4883,39390,Sat May 06 00:00:00 +0000 2017
fake_cl,7193581745166061055,josemitchell9152,5422,4053,96901,Wed Mar 02 00:00:00 +0000 2022
chile_cl,944652718854439156,owencastillo5666,4585,1568,30049,Thu Jun 11 00:00:00 +0000 2015
udec_cl,965186835989720428,henryjames8708,529,944,52860,Sat Oct 28 00:00:00 +0000 2023
udec_cl,355806126698905123,alexandersanderson4798,836,294,62665,Sat Mar 21 00:00:00 +0000 2020
noestudie_cl,4504203383653536108,davidsmith7092,8912,4681,29718,Sun Mar 03 00:00:00 +0000 2002
udec_cl,8858783475858688307,brookswright1259,5918,4108,73780,Fri Nov 22 00:00:00 +0000 2002
harvard_cl,5090237207806626817,jacksonmyers8759,8803,1900,41188,Sun Jul 19 00:00:00 +0000 2009
noestudie_cl,7950760735861103826,elijahreed7186,1232,516,81382,Tue Nov 08 00:00:00 +0000 2011
udec_cl,388647916757880846,graysonnguyen2969,1241,1111,42106,Sun Jan 08 00:00:00 +0000 2006
harvard_cl,280939339632400226,danielcarter6910,6925,2539,83689,Sat Jul 16 00:00:00 +0000 2016
fake_cl,5448021388139074165,samuelhoward7340,3050,2971,1202,Sun Mar 24 00:00:00 +0000 2019
harvard_cl,2400585242762957434,wesleytaylor3667,3780,4840,74873,Mon Jan 12 00:00:00 +0000 2015
harvard_cl,9130019056886198685,milesallen7654,7773,3468,27914,Thu Oct 14 00:00:00 +0000 2010
noestudie_cl,3574624431254878488,angelkim344,7166,3202,40296,Thu Oct 02 00:00:00 +0000 2014
fake_cl,4602030778251489431,xavierstewart20,9345,3108,51445,Wed Mar 16 00:00:00 +0000 2011
harvard_cl,5349374753527096653,cooperrobinson9124,313,2797,25652,Tue Jun 20 00:00:00 +0000 2023
fake_cl,9043318742523216155,liamross4891,2067,4103,77527,Sun Mar 08 00:00:00 +0000 2015
harvard_cl,1102321507734112849,benjaminalvarez7178,1505,825,35027,Thu Feb 08 00:00:00 +0000 2007
harvard_cl,9103444914755183830,lucasperez9136,2613,2492,54320,Sat Jan 12 00:00:00 +0000 2013
harvard_cl,6319281413807760002,nathangomez5215,7797,2956,55007,Sun Nov 17 00:00:00 +0000 2002
harvard_cl,6734166903584522606,andrewbrooks6708,2948,4693,4569,Wed Nov 30 00:00:00 +0000 2005
chile_cl,471940507709179877,angelcollins3099,6150,3787,48921,Sun May 27 00:00:00 +0000 2012
harvard_cl,1830961858607550478,nicholasallen7176,8107,1467,48313,Wed Feb 03 00:00:00 +0000 2016
chile_cl,878518542215337887,samuelmartin6132,2479,84,26001,Wed Oct 12 00:00:00 +0000 2011
harvard_cl,1450048000027705917,lincolndavis956,3258,1326,80083,Wed Jun 12 00:00:00 +0000 2002
fake_cl,1293365032297771488,gabrielwood2752,1185,3411,37296,Mon Feb 27 00:00:00 +0000 2023
chile_cl,8039814542225984200,romanturner1919,955,4528,22452,Mon Apr 06 00:00:00 +0000 2020
chile_cl,1251299962102395260,ianthompson5183,2484,4351,43028,Fri Jun 30 00:00:00 +0000 2000
udec_cl,3394735188580001876,williamhernandez9924,4162,2987,85817,Mon Oct 09 00:00:00 +0000 2017
chile_cl,2888455222571427881,theodoremendoza896,1196,3595,68505,Sun Aug 06 00:00:00 +0000 2023
harvard_cl,7250318954272617861,elijahedwards2771,6523,958,9893,Wed Dec 19 00:00:00 +0000 2018
chile_cl,3356289946419277024,adamcooper5798,187,2222,6975,Wed Jul 08 00:00:00 +0000 2015
chile_cl,7786990261524745616,gabrielmorgan3509,897,4971,80265,Mon Aug 23 00:00:00 +0000 2004
chile_cl,949141241965556272,jeremiahwilson2067,4746,983,74862,Sun Sep 22 00:00:00 +0000 2019
noestudie_cl,2440665723210568324,coltonallen6182,4874,1240,51169,Mon Nov 10 00:00:00 +0000 2014
fake_cl,4318855649638669440,elianderson8756,6086,3669,50507,Sun Jun 10 00:00:00 +0000 2001
harvard_cl,1137841916901225466,jacemyers2036,6502,3299,42464,Wed Aug 20 00:00:00 +0000 2003
udec_cl,3894748897969427894,angelanderson4594,3536,1818,76358,Sat Dec 23 00:00:00 +0000 2017
harvard_cl,7056652375905123808,jameswilson9109,4962,4871,59089,Fri Jan 27 00:00:00 +0000 2023
udec_cl,56580342912510429,jordandiaz6289,3594,1151,94535,Fri Aug 22 00:00:00 +0000 2014
fake_cl,8329315502693763448,thomasanderson566,9309,4651,74879,Mon Aug 14 00:00:00 +0000 2017
noestudie_cl,8585514058024540928,ryanbrown8439,6880,1293,99665,Wed Dec 12 00:00:00 +0000 2012
fake_cl,8285483450414295258,julianhill5691,3618,3564,13889,Sun Jan 04 00:00:00 +0000 2009
chile_cl,6182013603005682201,owencruz3073,1022,2035,59738,Tue Apr 15 00:00:00 +0000 2003
fake_cl,4620044653273183188,josiahmendoza1036,3126,507,43051,Sun Dec 07 00:00:00 +0000 2003
chile_cl,4790664735814068421,dylanortiz3773,8972,3051,64392,Mon Jul 19 00:00:00 +0000 2004
harvard_cl,6233791737241731020,ezrajimenez3170,1784,4930,87369,Sat Aug 14 00:00:00 +0000 2021
fake_cl,1891362257061241033,josephramirez8714,8107,1496,3032,Wed Oct 03 00:00:00 +0000 2001
noestudie_cl,6592229570232660042,jonathanramirez3706,218,4803,32569,Thu May 16 00:00:00 +0000 2013
harvard_cl,5503693406278387787,dominicwright6882,1095,813,10198,Mon Jul 26 00:00:00 +0000 2021
fake_cl,475245601424899313,xaviergomez8498,1396,809,184,Fri Aug 20 00:00:00 +0000 2004
noestudie_cl,3696417626150159513,jamesthompson1459,7771,32,48924,Sat Sep 18 00:00:00 +0000 2021
harvard_cl,6486033468271988725,lucacollins6658,951,3507,28908,Thu Mar 29 00:00:00 +0000 2001
chile_cl,5812543751852782482,lucasreed7786,6223,2685,59311,Thu Sep 21 00:00:00 +0000 2006
fake_cl,4733608473577199652,jaxoncook7774,9705,522,28203,Sun Aug 07 00:00:00 +0000 2016
chile_cl,5609895598862059009,cameronlee180,3956,4411,36712,Sun Jan 25 00:00:00 +0000 2015
harvard_cl,8375912309742031256,jordanross7392,7241,3792,98440,Tue May 07 00:00:00 +0000 2019
fake_cl,4115265821499606321,dylanbailey8473,815,834,52460,Fri Apr 08 00:00:00 +0000 2011
harvard_cl,3794119987295030715,sebastianyoung7222,5506,2900,50409,Tue Jul 11 00:00:00 +0000 2006
fake_cl,5921781612849540173,samuelstewart8468,6585,782,75950,Fri Jun 10 00:00:00 +0000 2016
udec_cl,648710839988537340,jonathanpeterson7371,9958,2588,8526,Tue May 10 00:00:00 +0000 2016
harvard_cl,3374780118113028634,robertrodriguez5562,1270,3387,29005,Sun Apr 12 00:00:00 +0000 2015
udec_cl,8428330250563373442,jameshernandez949,1317,4912,85934,Sun Sep 25 00:00:00 +0000 2005
noestudie_cl,5823783000943464460,cartercollins4762,298,1243,98856,Mon Apr 03 00:00:00 +0000 2000
noestudie_cl,36209215010326450,jaydentorres743,900,4022,15296,Fri Jul 07 00:00:00 +0000 2017
udec_cl,8944343455839586549,robertpatel5573,88,2041,69571,Thu Jun 24 00:00:00 +0000 2021
chile_cl,8555231418658495422,liamking9828,4725,676,99615,Tue Jul 07 00:00:00 +0000 2009
noestudie_cl,6391337686301998991,henrythompson2711,2323,2437,10602,Thu Jul 29 00:00:00 +0000 2004
chile_cl,8459068434525054935,olivermorales1422,7315,4473,77001,Tue Apr 26 00:00:00 +0000 2005
udec_cl,6850264416786092096,romangray1618,6706,4506,28566,Sat Mar 23 00:00:00 +0000 2024
chile_cl,3528571510588633878,robertking5521,4684,4466,22504,Sun Jun 10 00:00:00 +0000 2012
chile_cl,1771857972521082966,isaacrichardson873,8226,2520,26148,Mon Mar 29 00:00:00 +0000 2010
harvard_cl,694660712268240945,cooperortiz8943,507,58,17904,Mon Nov 23 00:00:00 +0000 2009
noestudie_cl,3254186436810994361,eliasmendoza5932,7156,821,449,Sat Jan 25 00:00:00 +0000 2014
chile_cl,1489298016407581395,ashermendoza734,3648,1274,52396,Sat Sep 18 00:00:00 +0000 2010
harvard_cl,3885571825416590788,jeremiahclark5662,8606,1576,6093,Sat Jan 20 00:00:00 +0000 2001
fake_cl,5742011629685219537,jackortiz923,553,410,1372,Sat Oct 24 00:00:00 +0000 2015
chile_cl,6882282363299517440,ethandiaz2161,2635,2391,49585,Tue Sep 26 00:00:00 +0000 2017
chile_cl,2274815944844136411,masonreed1857,7084,4099,15907,Fri Oct 03 00:00:00 +0000 2003
harvard_cl,5430192586931312271,brooksscott1619,7842,1344,63801,Fri Aug 15 00:00:00 +0000 2008
harvard_cl,6803726926320624309,nathanlewis5758,9027,4314,36622,Tue Aug 12 00:00:00 +0000 2008
fake_cl,5049321403116687033,dylanjackson2738,7927,3478,64093,Wed Sep 11 00:00:00 +0000 2019
harvard_cl,6438245743837660533,maverickhoward7229,2543,2636,98455,Tue Nov 13 00:00:00 +0000 2018
fake_cl,6378482214667259919,davidcampbell4675,8593,650,9625,Thu Jun 28 00:00:00 +0000 2007
noestudie_cl,8943355451488656218,isaacrivera6663,1590,1287,44409,Wed Jun 22 00:00:00 +0000 2016
udec_cl,1805709339257758819,levimurphy4761,4316,3746,78864,Sat Dec 15 00:00:00 +0000 2018
harvard_cl,6898700176060835572,carsonadams7691,9171,2573,62527,Wed Apr 13 00:00:00 +0000 2016
chile_cl,2156853847108869526,wesleyperez2742,4541,1720,81225,Mon Dec 30 00:00:00 +0000 2019
fake_cl,4374835679400006767,kaydenjohnson5310,3889,274,13481,Mon Apr 22 00:00:00 +0000 2013
udec_cl,8711109684581759723,cooperlong4999,5682,4465,68319,Mon Aug 21 00:00:00 +0000 2023
harvard_cl,4926644870440115683,mileslopez5704,6222,3910,73441,Sun Sep 07 00:00:00 +0000 2003
fake_cl,2273282392578097537,noahortiz716,7661,3937,55343,Sun Feb 22 00:00:00 +0000 2004
noestudie_cl,3535571713240950771,charlesmorris7659,2190,4291,26091,Sun Oct 25 00:00:00 +0000 2020
harvard_cl,1029502439267272281,nicholasmartinez7824,5523,4189,16135,Sat Nov 11 00:00:00 +0000 2006
noestudie_cl,7700609212731034168,lucalopez7366,1665,3135,77363,Sun Dec 15 00:00:00 +0000 2013
fake_cl,1759878970148737704,danielbrown8306,4240,3016,74525,Tue Jan 30 00:00:00 +0000 2018
udec_cl,4234812135049725280,jonathansanchez9223,4119,2929,82654,Sat Sep 27 00:00:00 +0000 2014
fake_cl,8836236620535878966,jaydenbrown7179,5917,4373,43017,Wed Oct 25 00:00:00 +0000 2023
harvard_cl,3794468952942184150,parkerkelly4064,2245,1624,90150,Thu Mar 21 00:00:00 +0000 2024
fake_cl,5261875298522936958,leonardoscott2198,5386,3121,2588,Thu Feb 18 00:00:00 +0000 2016
harvard_cl,5336244936150569923,landonadams7302,7024,4325,77544,Tue Jan 24 00:00:00 +0000 2006
chile_cl,2940751528623277611,nathanturner1155,7866,3734,39428,Sun Jul 13 00:00:00 +0000 2008
fake_cl,6796374765712265539,silasrichardson5798,4575,4545,56385,Wed Nov 02 00:00:00 +0000 2022
chile_cl,4026798340148936603,christopherlee1543,8080,1515,71970,Tue Sep 03 00:00:00 +0000 2019
fake_cl,3291625655429419920,coltoncox4054,7186,3901,28461,Wed Aug 08 00:00:00 +0000 2001
udec_cl,1969566392250273847,isaacking4835,2222,4051,12779,Sun Jan 07 00:00:00 +0000 2018
